num_pts,start_err,end_err,mae,train_time
20000,2.8409498,0.0062447544,0.05986253,1416.244
20000,2.526858,0.0050164107,0.051576257,1612.1304
20000,3.2492979,0.004473778,0.049020223,1297.6096
